product number,color,SIZE,QTY,,,
D5070A,White,14,0,,,
D5070A,White,16,0,,,
,,,,,,
D5071A,Green,0,0,,,
D5071A,Green,2,1,,,
D5071A,Green,4,0,,,
D5071A,Green,6,0,,,
D5071A,Green,8,0,,,
D5071A,Green,10,0,,,
D5071A,Green,12,0,,,
D5071A,Green,14,0,,,
D5071A,Green,16,0,,,
,,,,,,
D5072A,White,0,0,,,
D5072A,White,2,0,,,
D5072A,White,4,1,,,
D5072A,White,6,0,,,
D5072A,White,8,0,,,
D5072A,White,10,0,,,
D5072A,White,12,0,,,
D5072A,White,14,0,,,
D5072A,White,16,0,,,
,,,,,,
D5073A,Blue,0,0,,,
D5073A,Blue,2,0,,,
D5073A,Blue,4,0,,,
D5073A,Blue,6,0,,,
D5073A,Blue,8,2,,,
D5073A,Blue,10,0,,,
D5073A,Blue,12,0,,,
D5073A,Blue,14,0,,,
D5073A,Blue,16,0,,,
,,,,,,
D5073A,Purple,0,0,,,
D5073A,Purple,2,4,,,
D5073A,Purple,4,4,,,
D5073A,Purple,6,3,,,
D5073A,Purple,8,0,,,
D5073A,Purple,10,0,,,
D5073A,Purple,12,0,,,
D5073A,Purple,14,1,,,
D5073A,Purple,16,0,,,
,,,,,,
D5076A,Blue,0,0,,,
D5076A,Blue,2,1,,,
D5076A,Blue,4,1,,,
D5076A,Blue,6,4,,,
D5076A,Blue,8,1,,,
D5076A,Blue,10,2,,,
D5076A,Blue,12,1,,,
D5076A,Blue,14,0,,,
D5076A,Blue,16,0,,,
,,,,,,
D5076A,Red,0,7,,,
D5076A,Red,2,15,,,
D5076A,Red,4,7,,,
D5076A,Red,6,5,,,
D5076A,Red,8,0,,,
D5076A,Red,10,0,,,
D5076A,Red,12,0,,,
D5076A,Red,14,0,,,
D5076A,Red,16,0,,,
,,,,,,
D5082A,Black,0,0,,,
D5082A,Black,2,0,,,
D5082A,Black,4,0,,,
D5082A,Black,6,0,,,
D5082A,Black,8,0,,,
D5082A,Black,10,2,,,
D5082A,Black,12,0,,,
D5082A,Black,14,0,,,
D5082A,Black,16,0,,,
,,,,,,
D5088A,Blue,0,0,,,
D5088A,Blue,2,0,,,
D5088A,Blue,4,3,,,
D5088A,Blue,6,1,,,
D5088A,Blue,8,6,,,
D5088A,Blue,10,0,,,
D5088A,Blue,12,0,,,
D5088A,Blue,14,0,,,
D5088A,Blue,16,0,,,
,,,,,,
D5089A,Pink,0,0,,,
D5089A,Pink,2,0,,,
D5089A,Pink,4,0,,,
D5089A,Pink,6,0,,,
D5089A,Pink,8,1,,,
D5089A,Pink,10,1,,,
D5089A,Pink,12,1,,,
D5089A,Pink,14,0,,,
D5089A,Pink,16,0,,,
,,,,,,
D5091A,Green,0,0,,,
D5091A,Green,2,3,,,
D5091A,Green,4,7,,,
D5091A,Green,6,9,,,
D5091A,Green,8,3,,,
D5091A,Green,10,4,,,
D5091A,Green,12,0,,,
D5091A,Green,14,1,,,
D5091A,Green,16,0,,,
,,,,,,
D5107A,Blue,0,0,,,
D5107A,Blue,2,4,,,
D5107A,Blue,4,6,,,
D5107A,Blue,6,7,,,
D5107A,Blue,8,4,,,
D5107A,Blue,10,3,,,
D5107A,Blue,12,0,,,
D5107A,Blue,14,2,,,
D5107A,Blue,16,0,,,
,,,,,,
D5114A,Black,0,0,,,
D5114A,Black,2,0,,,
D5114A,Black,4,0,,,
D5114A,Black,6,2,,,
D5114A,Black,8,1,,,
D5114A,Black,10,0,,,
D5114A,Black,12,0,,,
D5114A,Black,14,0,,,
D5114A,Black,16,0,,,
,,,,,,
D5114A,Gray,0,0,,,
D5114A,Gray,2,1,,,
D5114A,Gray,4,3,,,
D5114A,Gray,6,0,,,
D5114A,Gray,8,0,,,
D5114A,Gray,10,0,,,
D5114A,Gray,12,0,,,
D5114A,Gray,14,0,,,
D5114A,Gray,16,0,,,
,,,,,,
D5115A,Black,0,0,,,
D5115A,Black,2,0,,,
D5115A,Black,4,1,,,
D5115A,Black,6,0,,,
D5115A,Black,8,0,,,
D5115A,Black,10,0,,,
D5115A,Black,12,0,,,
D5115A,Black,14,0,,,
D5115A,Black,16,1,,,
,,,,,,
D5115A,Silver,0,0,,,
D5115A,Silver,2,0,,,
D5115A,Silver,4,0,,,
D5115A,Silver,6,2,,,
D5115A,Silver,8,2,,,
D5115A,Silver,10,3,,,
D5115A,Silver,12,2,,,
D5115A,Silver,14,1,,,
D5115A,Silver,16,0,,,
,,,,,,
D5116A,Black,0,0,,,
D5116A,Black,2,2,,,
D5116A,Black,4,2,,,
D5116A,Black,6,4,,,
D5116A,Black,8,0,,,
D5116A,Black,10,0,,,
D5116A,Black,12,0,,,
D5116A,Black,14,1,,,
D5116A,Black,16,0,,,
,,,,,,
D5116A,Gold,0,0,,,
D5116A,Gold,2,2,,,
D5116A,Gold,4,1,,,
D5116A,Gold,6,0,,,
D5116A,Gold,8,0,,,
D5116A,Gold,10,0,,,
D5116A,Gold,12,0,,,
D5116A,Gold,14,0,,,
D5116A,Gold,16,0,,,
,,,,,,
D5116A,silver,0,0,,,
D5116A,Silver,2,0,,,
D5116A,Silver,4,0,,,
D5116A,Silver,6,9,,,
D5116A,Silver,8,3,,,
D5116A,Silver,10,1,,,
D5116A,Silver,12,0,,,
D5116A,Silver,14,0,,,
D5116A,Silver,16,0,,,
,,,,,,
D5118A,silver,0,3,,,
D5118A,Silver,2,4,,,
D5118A,Silver,4,5,,,
D5118A,Silver,6,3,,,
D5118A,Silver,8,1,,,
D5118A,Silver,10,0,,,
D5118A,Silver,12,0,,,
D5118A,Silver,14,0,,,
D5118A,Silver,16,0,,,
,,,,,,
D5130A,Black,0,5,,,
D5130A,Black,2,2,,,
D5130A,Black,4,3,,,
D5130A,Black,6,2,,,
D5130A,Black,8,0,,,
D5130A,Black,10,0,,,
D5130A,Black,12,0,,,
D5130A,Black,14,0,,,
D5130A,Black,16,0,,,
,,,,,,
D5133A,Gray,0,0,,,
D5133A,Gray,2,0,,,
D5133A,Gray,4,0,,,
D5133A,Gray,6,0,,,
D5133A,Gray,8,0,,,
D5133A,Gray,10,0,,,
D5133A,Gray,12,7,,,
D5133A,Gray,14,1,,,
D5133A,Gray,16,0,,,
,,,,,,
D5133A,White,0,0,,,
D5133A,White,2,2,,,
D5133A,White,4,7,,,
D5133A,White,6,6,,,
D5133A,White,8,4,,,
D5133A,White,10,4,,,
D5133A,White,12,1,,,
D5133A,White,14,2,,,
D5133A,White,16,0,,,
,,,,,,
D5137A,Blue,0,0,,,
D5137A,Blue,2,0,,,
D5137A,Blue,4,0,,,
D5137A,Blue,6,1,,,
D5137A,Blue,8,0,,,
D5137A,Blue,10,0,,,
D5137A,Blue,12,0,,,
D5137A,Blue,14,0,,,
D5137A,Blue,16,0,,,
,,,,,,
D5137A,Champagne,0,0,,,
D5137A,Champagne,2,0,,,
D5137A,Champagne,4,0,,,
D5137A,Champagne,6,1,,,
D5137A,Champagne,8,0,,,
D5137A,Champagne,10,0,,,
D5137A,Champagne,12,0,,,
D5137A,Champagne,14,1,,,
D5137A,Champagne,16,0,,,
,,,,,,
D5141A,Black,0,1,,,
D5141A,Black,2,3,,,
D5141A,Black,4,1,,,
D5141A,Black,6,4,,,
D5141A,Black,8,2,,,
D5141A,Black,10,2,,,
D5141A,Black,12,1,,,
D5141A,Black,14,2,,,
D5141A,Black,16,0,,,
,,,,,,
D5145A,Black,0,2,,,
D5145A,Black,2,0,,,
D5145A,Black,4,0,,,
D5145A,Black,6,2,,,
D5145A,Black,8,1,,,
D5145A,Black,10,0,,,
D5145A,Black,12,0,,,
D5145A,Black,14,1,,,
D5145A,Black,16,0,,,
,,,,,,
D5150A,Gold,0,0,,,
D5150A,Gold,2,1,,,
D5150A,Gold,4,0,,,
D5150A,Gold,6,0,,,
D5150A,Gold,8,0,,,
D5150A,Gold,10,0,,,
D5150A,Gold,12,0,,,
D5150A,Gold,14,0,,,
D5150A,Gold,16,0,,,
,,,,,,
D5150A,Silver,0,0,,,
D5150A,Silver,2,0,,,
D5150A,Silver,4,0,,,
D5150A,Silver,6,0,,,
D5150A,Silver,8,0,,,
D5150A,Silver,10,0,,,
D5150A,Silver,12,2,,,
D5150A,Silver,14,2,,,
D5150A,Silver,16,0,,,
,,,,,,
D5154A,black,0,0,,,
D5154A,black,2,4,,,
D5154A,black,4,6,,,
D5154A,black,6,10,,,
D5154A,black,8,10,,,
D5154A,black,10,1,,,
D5154A,black,12,0,,,
D5154A,black,14,0,,,
D5154A,black,16,0,,,
,,,,,,
D5154A,White,0,0,,,
D5154A,White,2,0,,,
D5154A,White,4,0,,,
D5154A,White,6,1,,,
D5154A,White,8,0,,,
D5154A,White,10,0,,,
D5154A,White,12,0,,,
D5154A,White,14,0,,,
D5154A,White,16,0,,,
,,,,,,
D5159A,Red,0,0,,,
D5159A,Red,2,0,,,
D5159A,Red,4,4,,,
D5159A,Red,6,5,,,
D5159A,Red,8,14,,,
D5159A,Red,10,0,,,
D5159A,Red,12,0,,,
D5159A,Red,14,0,,,
D5159A,Red,16,0,,,
,,,,,,
D5166A,black,0,0,,,
D5166A,black,2,1,,,
D5166A,black,4,3,,,
D5166A,black,6,2,,,
D5166A,black,8,2,,,
D5166A,black,10,0,,,
D5166A,black,12,3,,,
D5166A,black,14,0,,,
D5166A,black,16,1,,,
,,,,,,
D5175A,black,0,0,,,
D5175A,black,2,13,,,
D5175A,black,4,0,,,
D5175A,black,6,0,,,
D5175A,black,8,11,,,
D5175A,black,10,14,,,
D5175A,black,12,15,,,
D5175A,black,14,5,,,
D5175A,black,16,0,,,
,,,,,,
D5181A,black,0,0,,,
D5181A,black,2,0,,,
D5181A,black,4,2,,,
D5181A,black,6,0,,,
D5181A,black,8,0,,,
D5181A,black,10,0,,,
D5181A,black,12,0,,,
D5181A,black,14,0,,,
D5181A,black,16,0,,,
,,,,,,
D5189A,black,0,0,,,
D5189A,black,2,2,,,
D5189A,black,4,3,,,
D5189A,black,6,5,,,
D5189A,black,8,3,,,
D5189A,black,10,0,,,
D5189A,black,12,0,,,
D5189A,black,14,0,,,
D5189A,black,16,0,,,
,,,,,,
D5190A,Blue,0,0,,,
D5190A,Blue,2,3,,,
D5190A,Blue,4,0,,,
D5190A,Blue,6,0,,,
D5190A,Blue,8,0,,,
D5190A,Blue,10,0,,,
D5190A,Blue,12,0,,,
D5190A,Blue,14,0,,,
D5190A,Blue,16,0,,,
,,,,,,
D5191A,Black,0,0,,,
D5191A,Black,2,1,,,
D5191A,Black,4,0,,,
D5191A,Black,6,1,,,
D5191A,Black,8,0,,,
D5191A,Black,10,0,,,
D5191A,Black,12,0,,,
D5191A,Black,14,0,,,
D5191A,Black,16,0,,,
,,,,,,
D5199A,Black,0,0,,,
D5199A,Black,2,1,,,
D5199A,Black,4,0,,,
D5199A,Black,6,1,,,
D5199A,Black,8,0,,,
D5199A,Black,10,0,,,
D5199A,Black,12,0,,,
D5199A,Black,14,0,,,
D5199A,Black,16,0,,,
,,,,,,
D5206A,Black,0,0,,,
D5206A,Black,2,0,,,
D5206A,Black,4,0,,,
D5206A,Black,6,1,,,
D5206A,Black,8,2,,,
D5206A,Black,10,1,,,
D5206A,Black,12,0,,,
D5206A,Black,14,0,,,
D5206A,Black,16,0,,,
,,,,,,
D5210A,Silver,0,0,,,
D5210A,Silver,2,2,,,
D5210A,Silver,4,7,,,
D5210A,Silver,6,11,,,
D5210A,Silver,8,0,,,
D5210A,Silver,10,0,,,
D5210A,Silver,12,0,,,
D5210A,Silver,14,0,,,
D5210A,Silver,16,0,,,
,,,,,,
D5211A,Gunmetal,0,2,,,
D5211A,Gunmetal,2,11,,,
D5211A,Gunmetal,4,2,,,
D5211A,Gunmetal,6,1,,,
D5211A,Gunmetal,8,2,,,
D5211A,Gunmetal,10,0,,,
D5211A,Gunmetal,12,0,,,
D5211A,Gunmetal,14,0,,,
D5211A,Gunmetal,16,0,,,
,,,,,,
D5211A,Yellow,0,4,,,
D5211A,Yellow,2,10,,,
D5211A,Yellow,4,4,,,
D5211A,Yellow,6,0,,,
D5211A,Yellow,8,0,,,
D5211A,Yellow,10,0,,,
D5211A,Yellow,12,0,,,
D5211A,Yellow,14,0,,,
D5211A,Yellow,16,0,,,
,,,,,,
D5212A,Black,0,2,,,
D5212A,Black,2,1,,,
D5212A,Black,4,0,,,
D5212A,Black,6,2,,,
D5212A,Black,8,1,,,
D5212A,Black,10,1,,,
D5212A,Black,12,0,,,
D5212A,Black,14,1,,,
D5212A,Black,16,0,,,
,,,,,,
D5212A,Silver,0,5,,,
D5212A,Silver,2,34,,,
D5212A,Silver,4,0,,,
D5212A,Silver,6,6,,,
D5212A,Silver,8,0,,,
D5212A,Silver,10,0,,,
D5212A,Silver,12,0,,,
D5212A,Silver,14,0,,,
D5212A,Silver,16,0,,,
,,,,,,
D5213A,Blonde,0,6,,,
D5213A,Blonde,2,12,,,
D5213A,Blonde,4,14,,,
D5213A,Blonde,6,7,,,
D5213A,Blonde,8,0,,,
D5213A,Blonde,10,0,,,
D5213A,Blonde,12,0,,,
D5213A,Blonde,14,0,,,
D5213A,Blonde,16,0,,,
,,,,,,
D5213A,White,0,0,,,
D5213A,White,2,0,,,
D5213A,White,4,1,,,
D5213A,White,6,0,,,
D5213A,White,8,0,,,
D5213A,White,10,0,,,
D5213A,White,12,0,,,
D5213A,White,14,0,,,
D5213A,White,16,0,,,
,,,,,,
D5214A,Black,0,4,,,
D5214A,Black,2,4,,,
D5214A,Black,4,3,,,
D5214A,Black,6,0,,,
D5214A,Black,8,0,,,
D5214A,Black,10,0,,,
D5214A,Black,12,0,,,
D5214A,Black,14,0,,,
D5214A,Black,16,0,,,
,,,,,,
D5214A,Purple,0,0,,,
D5214A,Purple,2,0,,,
D5214A,Purple,4,1,,,
D5214A,Purple,6,0,,,
D5214A,Purple,8,0,,,
D5214A,Purple,10,0,,,
D5214A,Purple,12,0,,,
D5214A,Purple,14,0,,,
D5214A,Purple,16,0,,,
,,,,,,
D5214A,Silver,0,0,,,
D5214A,Silver,2,1,,,
D5214A,Silver,4,0,,,
D5214A,Silver,6,0,,,
D5214A,Silver,8,0,,,
D5214A,Silver,10,0,,,
D5214A,Silver,12,0,,,
D5214A,Silver,14,0,,,
D5214A,Silver,16,0,,,
,,,,,,
D5215A,Black,0,0,,,
D5215A,Black,2,1,,,
D5215A,Black,4,2,,,
D5215A,Black,6,0,,,
D5215A,Black,8,0,,,
D5215A,Black,10,0,,,
D5215A,Black,12,0,,,
D5215A,Black,14,0,,,
D5215A,Black,16,0,,,
,,,,,,
D5220A,Silver,0,0,,,
D5220A,Silver,2,0,,,
D5220A,Silver,4,2,,,
D5220A,Silver,6,2,,,
D5220A,Silver,8,0,,,
D5220A,Silver,10,0,,,
D5220A,Silver,12,0,,,
D5220A,Silver,14,0,,,
D5220A,Silver,16,0,,,
,,,,,,
D5222A,black,0,0,,,
D5222A,black,2,2,,,
D5222A,black,4,0,,,
D5222A,black,6,0,,,
D5222A,black,8,0,,,
D5222A,black,10,0,,,
D5222A,black,12,1,,,
D5222A,black,14,0,,,
D5222A,black,16,0,,,
,,,,,,
D5223A,Gray,0,0,,,
D5223A,Gray,2,1,,,
D5223A,Gray,4,0,,,
D5223A,Gray,6,0,,,
D5223A,Gray,8,0,,,
D5223A,Gray,10,0,,,
D5223A,Gray,12,0,,,
D5223A,Gray,14,0,,,
D5223A,Gray,16,0,,,
,,,,,,
D5224A,Green,0,1,,,
D5224A,Green,2,1,,,
D5224A,Green,4,0,,,
D5224A,Green,6,0,,,
D5224A,Green,8,0,,,
D5224A,Green,10,0,,,
D5224A,Green,12,0,,,
D5224A,Green,14,0,,,
D5224A,Green,16,0,,,
,,,,,,
D5225A,Black,0,0,,,
D5225A,Black,2,4,,,
D5225A,Black,4,5,,,
D5225A,Black,6,0,,,
D5225A,Black,8,0,,,
D5225A,Black,10,0,,,
D5225A,Black,12,0,,,
D5225A,Black,14,0,,,
D5225A,Black,16,0,,,
,,,,,,
D5226A,Black,0,0,,,
D5226A,Black,2,7,,,
D5226A,Black,4,0,,,
D5226A,Black,6,0,,,
D5226A,Black,8,0,,,
D5226A,Black,10,0,,,
D5226A,Black,12,0,,,
D5226A,Black,14,0,,,
D5226A,Black,16,0,,,
,,,,,,
D5227A,Black,0,0,,,
D5227A,Black,2,0,,,
D5227A,Black,4,0,,,
D5227A,Black,6,0,,,
D5227A,Black,8,6,,,
D5227A,Black,10,0,,,
D5227A,Black,12,3,,,
D5227A,Black,14,0,,,
D5227A,Black,16,0,,,
,,,,,,
D5233A,Silver,0,0,,,
D5233A,Silver,2,0,,,
D5233A,Silver,4,4,,,
D5233A,Silver,6,3,,,
D5233A,Silver,8,1,,,
D5233A,Silver,10,0,,,
D5233A,Silver,12,2,,,
D5233A,Silver,14,2,,,
D5233A,Silver,16,0,,,
,,,,,,
D5234A,Charcoal,0,0,,,
D5234A,Charcoal,2,1,,,
D5234A,Charcoal,4,0,,,
D5234A,Charcoal,6,0,,,
D5234A,Charcoal,8,1,,,
D5234A,Charcoal,10,0,,,
D5234A,Charcoal,12,1,,,
D5234A,Charcoal,14,0,,,
D5234A,Charcoal,16,0,,,
,,,,,,
D5236A,Black,0,1,,,
D5236A,Black,2,2,,,
D5236A,Black,4,5,,,
D5236A,Black,6,6,,,
D5236A,Black,8,5,,,
D5236A,Black,10,1,,,
D5236A,Black,12,1,,,
D5236A,Black,14,1,,,
D5236A,Black,16,0,,,
,,,,,,
D5237A,Black,0,1,,,
D5237A,Black,2,2,,,
D5237A,Black,4,3,,,
D5237A,Black,6,0,,,
D5237A,Black,8,2,,,
D5237A,Black,10,2,,,
D5237A,Black,12,1,,,
D5237A,Black,14,2,,,
D5237A,Black,16,0,,,
,,,,,,
D5237A,Blue,0,1,,,
D5237A,Blue,2,5,,,
D5237A,Blue,4,2,,,
D5237A,Blue,6,2,,,
D5237A,Blue,8,0,,,
D5237A,Blue,10,0,,,
D5237A,Blue,12,0,,,
D5237A,Blue,14,0,,,
D5237A,Blue,16,0,,,
,,,,,,
D5237A,Navy,0,0,,,
D5237A,Navy,2,4,,,
D5237A,Navy,4,4,,,
D5237A,Navy,6,4,,,
D5237A,Navy,8,3,,,
D5237A,Navy,10,0,,,
D5237A,Navy,12,1,,,
D5237A,Navy,14,2,,,
D5237A,Navy,16,0,,,
,,,,,,
D5237A,Yellow,0,0,,,
D5237A,Yellow,2,1,,,
D5237A,Yellow,4,1,,,
D5237A,Yellow,6,1,,,
D5237A,Yellow,8,4,,,
D5237A,Yellow,10,0,,,
D5237A,Yellow,12,0,,,
D5237A,Yellow,14,0,,,
D5237A,Yellow,16,0,,,
,,,,,,
D5241A,black,0,0,,,
D5241A,black,2,3,,,
D5241A,black,4,10,,,
D5241A,black,6,4,,,
D5241A,black,8,0,,,
D5241A,black,10,0,,,
D5241A,black,12,0,,,
D5241A,black,14,0,,,
D5241A,black,16,0,,,
,,,,,,
D5243A,Multi,0,3,,,
D5243A,Multi,2,13,,,
D5243A,Multi,4,14,,,
D5243A,Multi,6,6,,,
D5243A,Multi,8,0,,,
D5243A,Multi,10,0,,,
D5243A,Multi,12,0,,,
D5243A,Multi,14,0,,,
D5243A,Multi,16,0,,,
,,,,,,
D5245A,Multi,0,0,,,
D5245A,Multi,2,1,,,
D5245A,Multi,4,4,,,
D5245A,Multi,6,4,,,
D5245A,Multi,8,0,,,
D5245A,Multi,10,0,,,
D5245A,Multi,12,0,,,
D5245A,Multi,14,0,,,
D5245A,Multi,16,0,,,
,,,,,,
D5255A,black,0,0,,,
D5255A,black,2,4,,,
D5255A,black,4,9,,,
D5255A,black,6,11,,,
D5255A,black,8,1,,,
D5255A,black,10,0,,,
D5255A,black,12,1,,,
D5255A,black,14,0,,,
D5255A,black,16,0,,,
,,,,,,
D5258,black,0,0,,,
D5258,black,2,0,,,
D5258,black,4,0,,,
D5258,black,6,0,,,
D5258,black,8,0,,,
D5258,black,10,0,,,
D5258,black,12,0,,,
D5258,black,14,1,,,
D5258,black,16,0,,,
,,,,,,
D5259A,Multi,0,0,,,
D5259A,Multi,2,1,,,
D5259A,Multi,4,2,,,
D5259A,Multi,6,1,,,
D5259A,Multi,8,1,,,
D5259A,Multi,10,0,,,
D5259A,Multi,12,0,,,
D5259A,Multi,14,0,,,
D5259A,Multi,16,0,,,
,,,,,,
D5260A,Blue,0,2,,,
D5260A,Blue,2,3,,,
D5260A,Blue,4,3,,,
D5260A,Blue,6,13,,,
D5260A,Blue,8,4,,,
D5260A,Blue,10,0,,,
D5260A,Blue,12,0,,,
D5260A,Blue,14,0,,,
D5260A,Blue,16,0,,,D4312L
,,,,,,D4312L
D5261A,Gunmetal,0,1,,,
D5261A,Gunmetal,2,1,,,
D5261A,Gunmetal,4,0,,,
D5261A,Gunmetal,6,0,,,
D5261A,Gunmetal,8,0,,,
D5261A,Gunmetal,10,0,,,
D5261A,Gunmetal,12,0,,,
D5261A,Gunmetal,14,0,,,
D5261A,Gunmetal,16,0,,,
,,,,,,
D5274A,Purple,0,0,,,
D5274A,Purple,2,1,,,
D5274A,Purple,4,1,,,
D5274A,Purple,6,1,,,
D5274A,Purple,8,2,,,
D5274A,Purple,10,3,,,
D5274A,Purple,12,0,,,
D5274A,Purple,14,3,,,
D5274A,Purple,16,1,,,
,,,,,,
D5276A,black,0,0,,,
D5276A,black,2,3,,,
D5276A,black,4,6,,,
D5276A,black,6,8,,,
D5276A,black,8,7,,,
D5276A,black,10,4,,,
D5276A,black,12,2,,,
D5276A,black,14,3,,,
D5276A,black,16,0,,,
,,,,,,
D5277A,Champagne,0,0,,,
D5277A,Champagne,2,0,,,
D5277A,Champagne,4,0,,,
D5277A,Champagne,6,0,,,
D5277A,Champagne,8,0,,,
D5277A,Champagne,10,0,,,
D5277A,Champagne,12,0,,,
D5277A,Champagne,14,0,,,
D5277A,Champagne,16,1,,,
,,,,,,
D5277A,Silver,0,0,,,
D5277A,Silver,2,5,,,
D5277A,Silver,4,3,,,
D5277A,Silver,6,4,,,
D5277A,Silver,8,1,,,
D5277A,Silver,10,0,,,
D5277A,Silver,12,0,,,
D5277A,Silver,14,0,,,
D5277A,Silver,16,0,,,
,,,,,,
D5277A,White,0,0,,,
D5277A,White,2,1,,,
D5277A,White,4,0,,,
D5277A,White,6,0,,,
D5277A,White,8,0,,,
D5277A,White,10,0,,,
D5277A,White,12,0,,,
D5277A,White,14,0,,,
D5277A,White,16,0,,,
,,,,,,
D5281A,black,0,0,,,
D5281A,black,2,0,,,
D5281A,black,4,1,,,
D5281A,black,6,2,,,
D5281A,black,8,2,,,
D5281A,black,10,2,,,
D5281A,black,12,3,,,
D5281A,black,14,2,,,
D5281A,black,16,1,,,
,,,,,,
D5281A,Gunmetal,0,0,,,
D5281A,Gunmetal,2,1,,,
D5281A,Gunmetal,4,2,,,
D5281A,Gunmetal,6,4,,,
D5281A,Gunmetal,8,3,,,
D5281A,Gunmetal,10,1,,,
D5281A,Gunmetal,12,0,,,
D5281A,Gunmetal,14,0,,,
D5281A,Gunmetal,16,0,,,
,,,,,,
D5285A,black,0,4,,,
D5285A,black,2,8,,,
D5285A,black,4,11,,,
D5285A,black,6,13,,,
D5285A,black,8,3,,,
D5285A,black,10,0,,,
D5285A,black,12,0,,,
D5285A,black,14,0,,,
D5285A,black,16,0,,,
,,,,,,
D5285A,Gold,0,0,,,
D5285A,Gold,2,1,,,
D5285A,Gold,4,0,,,
D5285A,Gold,6,0,,,
D5285A,Gold,8,0,,,
D5285A,Gold,10,0,,,
D5285A,Gold,12,0,,,
D5285A,Gold,14,0,,,
D5285A,Gold,16,0,,,
,,,,,,
D5285A,Navy,0,2,,,
D5285A,Navy,2,0,,,
D5285A,Navy,4,0,,,
D5285A,Navy,6,0,,,
D5285A,Navy,8,0,,,
D5285A,Navy,10,0,,,
D5285A,Navy,12,0,,,
D5285A,Navy,14,0,,,
D5285A,Navy,16,0,,,
,,,,,,
D5287A,Multi,0,0,,,
D5287A,Multi,2,2,,,
D5287A,Multi,4,3,,,
D5287A,Multi,6,0,,,
D5287A,Multi,8,2,,,
D5287A,Multi,10,0,,,
D5287A,Multi,12,0,,,
D5287A,Multi,14,0,,,
D5287A,Multi,16,0,,,
,,,,,,
D5288A,Black,0,0,,,
D5288A,Black,2,2,,,
D5288A,Black,4,1,,,
D5288A,Black,6,1,,,
D5288A,Black,8,0,,,
D5288A,Black,10,0,,,
D5288A,Black,12,1,,,
D5288A,Black,14,0,,,
D5288A,Black,16,0,,,
,,,,,,
D5295A,Black,0,0,,,
D5295A,Black,2,2,,,
D5295A,Black,4,0,,,
D5295A,Black,6,0,,,
D5295A,Black,8,0,,,
D5295A,Black,10,0,,,
D5295A,Black,12,0,,,
D5295A,Black,14,0,,,
D5295A,Black,16,0,,,
,,,,,,
D5309A,Blue,0,0,,,
D5309A,Blue,2,2,,,
D5309A,Blue,4,1,,,
D5309A,Blue,6,0,,,
D5309A,Blue,8,0,,,
D5309A,Blue,10,0,,,
D5309A,Blue,12,0,,,
